,station_complex_id,station_complex,borough,routes,latitude,longitude,average_monthly_ridership
210,N338B,Sutphin Blvd (F),Q,F,40.70545959472656,-73.81070709228516,71675.23809523809
211,N339A,Parsons Blvd (F),Q,F,40.70756530761719,-73.80332946777344,124737.09523809524
212,N340A,169 St (F),Q,F,40.71046829223633,-73.7936019897461,131411.80952380953
213,N343,Jamaica-179 St (F),Q,F,40.712646484375,-73.7838134765625,327816.90476190473
214,N401,21 St (G),Q,G,40.74406433105469,-73.94972229003906,34491.142857142855
215,N405,Greenpoint Av (G),BK,G,40.731353759765625,-73.95445251464844,187998.14285714287
216,N408A,Nassau Av (G),BK,G,40.72463607788086,-73.95127868652344,176547.0
217,N412,Broadway (G),BK,G,40.706092834472656,-73.95030975341797,87348.0
218,N414,Flushing Av (G),BK,G,40.70037841796875,-73.95023345947266,55801.19047619047
219,N415,Myrtle-Willoughby Avs (G),BK,G,40.6945686340332,-73.94904327392578,101617.61904761905
220,N417,Bedford-Nostrand Avs (G),BK,G,40.68962860107422,-73.95352172851562,158521.66666666666
221,N419,Classon Av (G),BK,G,40.688873291015625,-73.96006774902344,105675.28571428571
222,N420B,Clinton-Washington Avs (G),BK,G,40.688087463378906,-73.96684265136719,97883.80952380953
223,N422,Fulton St (G),BK,G,40.68711853027344,-73.97537231445312,118119.57142857143
224,N500,"47-50 Sts-Rockefeller Center (B,D,F,M)",M,"F,M,B,D",40.75866317749024,-73.98133087158203,864252.2857142857
225,N508,"23 St (F,M)",M,"F,M",40.74287796020508,-73.9928207397461,422619.71428571426
226,N512,"14 St (F,M,1,2,3)/6 Av (L)",M,"F,M,3,1,2,,L",40.73822784423828,-73.99620819091797,842609.7619047619
227,N520,"Grand St (B,D)",M,"B,D",40.71826553344727,-73.9937515258789,442390.85714285716
228,N523,2 Av (F),M,F,40.7234001159668,-73.98993682861328,321244.1904761905
229,N525,"Delancey St (F)/Essex St (J,M,Z)",M,"F,M,J,Z,",40.71861267089844,-73.98743438720703,541417.1904761905
230,N529,East Broadway (F),M,F,40.713714599609375,-73.99017333984375,269354.8095238095
231,N530,York St (F),BK,F,40.70139694213867,-73.98674774169922,242601.04761904763
232,N532,"Bergen St (F,G)",BK,"F,G",40.6861457824707,-73.99085998535156,206984.66666666666
233,N535,"Carroll St (F,G)",BK,"F,G",40.680301666259766,-73.99504852294922,200819.42857142858
234,N536,"Smith-9 Sts (F,G)",BK,"F,G",40.67358016967773,-73.99595642089844,77030.42857142857
235,N539A,"7 Av (F,G)",BK,"F,G",40.6662712097168,-73.98030853271484,209882.90476190476
236,N542,"15 St-Prospect Park (F,G)",BK,"F,G",40.66036605834961,-73.9794921875,108341.42857142857
237,N543,"Fort Hamilton Pkwy (F,G)",BK,"F,G",40.65078353881836,-73.97577667236328,103747.42857142857
238,N546,"Church Av (F,G)",BK,"F,G",40.644039154052734,-73.97967529296875,171698.57142857142
239,N548,Ditmas Av (F),BK,F,40.6361198425293,-73.9781723022461,66296.23809523809
240,N549,18 Av (F),BK,F,40.62975311279297,-73.97697448730469,57289.04761904762
241,N551,Avenue I (F),BK,F,40.62532043457031,-73.97612762451172,30360.761904761905
242,N553,Bay Pkwy (F),BK,F,40.62076950073242,-73.97526550292969,21567.380952380954
243,N555,Avenue N (F),BK,F,40.61513900756836,-73.97419738769531,46452.95238095238
244,N556,Avenue P (F),BK,F,40.60894393920898,-73.9730224609375,41603.19047619047
245,N557,Kings Hwy (F),BK,F,40.60321807861328,-73.97235870361328,56635.80952380953
246,N559,Avenue U (F),BK,F,40.59606170654297,-73.97335815429688,30158.333333333332
247,N561,Avenue X (F),BK,F,40.58961868286133,-73.97425079345703,40656.380952380954
248,N562,Neptune Av (F),BK,F,40.58101272583008,-73.97457122802734,25506.428571428572
249,N600,57 St (F),M,F,40.763973236083984,-73.97744750976562,246194.42857142858
250,N601,"Lexington Av-63 St (F,Q)",M,"F,Q",40.76462936401367,-73.96611022949219,339213.85714285716
251,N602,Roosevelt Island (F),M,F,40.7591438293457,-73.95326232910156,150015.38095238095
252,N603,21 St-Queensbridge (F),Q,F,40.75420379638672,-73.94283294677734,170039.95238095237
253,N604,Jamaica-Van Wyck (E),Q,E,40.70256423950195,-73.81685638427734,79374.38095238095
254,N605,"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)",Q,"J,E,Z",40.70048522949219,-73.80796813964844,446301.38095238095
255,N606,"Jamaica Center-Parsons-Archer (E,J,Z)",Q,"J,E,Z",40.7021484375,-73.80110931396484,471019.4285714286
256,N700,72 St (Q),M,Q,40.768798828125,-73.95842742919922,513495.2380952381
257,N701,86 St (Q),M,Q,40.77788925170898,-73.95178985595703,429826.0
258,N702,96 St (Q),M,Q,40.78431701660156,-73.94715118408203,310875.28571428574
259,R101,"South Ferry (1)/Whitehall St (R,W)",M,"1,R,,W",40.703086853027344,-74.01299285888672,474593.2380952381
260,R103,Rector St (1),M,1,40.70751190185547,-74.01378631591797,127617.61904761905
261,R106,WTC Cortlandt (1),M,1,40.71183395385742,-74.01219177246094,226796.42857142858
262,R111,"Wall St (2,3)",M,"3,2",40.70682144165039,-74.00910186767578,287867.85714285716
263,R116,"Chambers St (1,2,3)",M,"3,1,2",40.715476989746094,-74.00926971435547,294409.1904761905
264,R117,Franklin St (1),M,1,40.71931838989258,-74.00688934326172,100482.52380952382
265,R119,Canal St (1),M,1,40.72285461425781,-74.00627899169922,89254.95238095238
266,R123,Houston St (1),M,1,40.72825241088867,-74.00536346435547,213107.66666666666
267,R125,Christopher St-Sheridan Sq (1),M,1,40.7334213256836,-74.0029067993164,216546.38095238095
268,R129,18 St (1),M,1,40.74103927612305,-73.99787139892578,136442.90476190476
269,R131,23 St (1),M,1,40.74407958984375,-73.99565887451172,242918.80952380953
270,R133,28 St (1),M,1,40.747215270996094,-73.99336242675781,231533.66666666666
271,R135,"34 St-Penn Station (1,2,3)",M,"3,1,2",40.75037384033203,-73.99105834960938,1200274.4761904762
272,R154,50 St (1),M,1,40.76172637939453,-73.98384857177734,445514.61904761905
273,R160,66 St-Lincoln Center (1),M,1,40.77344131469727,-73.98220825195312,361453.5238095238
274,R161B,"72 St (1,2,3)",M,"3,1,2",40.7784538269043,-73.98197174072266,696606.8095238095
275,R162,79 St (1),M,1,40.783935546875,-73.97991943359375,276405.14285714284
276,R164,86 St (1),M,1,40.78864288330078,-73.9762191772461,317268.7619047619
277,R168,"96 St (1,2,3)",M,"3,1,2",40.79391860961914,-73.97232055664062,619790.0476190476
278,R170,103 St (1),M,1,40.79944610595703,-73.96837615966797,226673.19047619047
279,R172,Cathedral Pkwy-110 St (1),M,1,40.8039665222168,-73.96685028076172,228622.2380952381
280,R173,116 St-Columbia University (1),M,1,40.80772018432617,-73.964111328125,263125.0
281,R174,125 St (1),M,1,40.81558227539063,-73.9583740234375,157352.47619047618
282,R176,137 St-City College (1),M,1,40.82200622558594,-73.95367431640625,222134.57142857142
283,R178,145 St (1),M,1,40.8265495300293,-73.95036315917969,172127.09523809524
284,R180,157 St (1),M,1,40.83404159545898,-73.94489288330078,187573.47619047618
285,R182,"168 St (A,C,1)",M,"C,1,A",40.84071731567383,-73.93955993652344,412673.28571428574
286,R183,181 St (1),M,1,40.84950637817383,-73.93359375,183092.42857142858
287,R185,191 St (1),M,1,40.855224609375,-73.92941284179688,134356.66666666666
288,R186,Dyckman St (1),M,1,40.86053085327149,-73.925537109375,124421.66666666667
289,R188,207 St (1),M,1,40.86462020874024,-73.9188232421875,113377.0
290,R190,215 St (1),M,1,40.86944580078125,-73.91527557373047,37424.19047619047
291,R192,Marble Hill-225 St (1),M,1,40.87456130981445,-73.90982818603516,87166.76190476191
292,R194,231 St (1),BX,1,40.87885665893555,-73.90483093261719,154881.52380952382
293,R196,238 St (1),BX,1,40.88466644287109,-73.90087127685547,77104.61904761905
294,R197,Van Cortlandt Park-242 St (1),BX,1,40.88924789428711,-73.8985824584961,117936.38095238095
295,R201,"Bowling Green (4,5)",M,"5,4",40.70481872558594,-74.01406860351562,388939.61904761905
296,R203,"Wall St (4,5)",M,"5,4",40.707557678222656,-74.0118637084961,253900.61904761905
297,R215,Spring St (6),M,6,40.7223014831543,-73.99713897705078,225893.7619047619
298,R217,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",M,"F,M,B,,D,6",40.72591400146485,-73.99465942382812,704198.1904761905
299,R219,Astor Place (6),M,6,40.73005294799805,-73.99107360839844,284546.09523809527
300,R226,23 St (6),M,6,40.739864349365234,-73.98660278320312,424314.71428571426
301,R228,28 St (6),M,6,40.74306869506836,-73.98426055908203,332704.28571428574
302,R231,33 St (6),M,6,40.7460823059082,-73.9820785522461,435937.8095238095
303,R238,"Grand Central-42 St (S,4,5,6,7)",M,"5,S,4,7,6",40.75177764892578,-73.97684478759766,2231917.0476190476
304,R246,68 St-Hunter College (6),M,6,40.76814270019531,-73.9638671875,387165.38095238095
305,R247,77 St (6),M,6,40.77362060546875,-73.95987701416016,475112.7619047619
306,R249,"86 St (4,5,6)",M,"5,4,6",40.77949142456055,-73.9555892944336,790970.5238095238
307,R251,96 St (6),M,6,40.78567123413086,-73.9510726928711,296943.09523809527
308,R252,103 St (6),M,6,40.79059982299805,-73.94747924804688,211618.66666666666
309,R254,110 St (6),M,6,40.795021057128906,-73.94425201416016,173432.38095238095
310,R256,116 St (6),M,6,40.79862976074219,-73.94161987304688,231588.7619047619
311,R258,"125 St (4,5,6)",M,"5,4,6",40.80413818359375,-73.93759155273438,394089.4761904762
312,R259,"138 St-Grand Concourse (4,5)",BX,"5,4",40.81322479248047,-73.92984771728516,64289.80952380953
313,R261,"149 St-Grand Concourse (2,4,5)",BX,"2,5,4",40.81837463378906,-73.92735290527344,172580.52380952382
314,R283,167 St (4),BX,4,40.83553695678711,-73.92140197753906,156405.38095238095
315,R284,170 St (4),BX,4,40.8400764465332,-73.91779327392578,124736.33333333333
316,R285,Mt Eden Av (4),BX,4,40.84443283081055,-73.91468811035156,82347.04761904762
317,R286,176 St (4),BX,4,40.848480224609375,-73.91179656982422,87439.38095238095
318,R287,Burnside Av (4),BX,4,40.85345458984375,-73.90768432617188,153872.7142857143
319,R288,183 St (4),BX,4,40.85840606689453,-73.90387725830078,98953.57142857143
320,R289,Fordham Rd (4),BX,4,40.8628044128418,-73.90103149414062,181202.7142857143
321,R290,Kingsbridge Rd (4),BX,4,40.86775970458984,-73.89717102050781,156982.2857142857
322,R291,Bedford Park Blvd-Lehman College (4),BX,4,40.8734130859375,-73.89006042480469,95261.14285714286
323,R293,Mosholu Pkwy (4),BX,4,40.8797492980957,-73.88465881347656,142059.42857142858
324,R294,Woodlawn (4),BX,4,40.88603591918945,-73.87875366210938,105613.52380952382
325,R301,"Central Park North-110 St (2,3)",M,"3,2",40.799076080322266,-73.95182037353516,128935.38095238095
326,R302,"116 St (2,3)",M,"3,2",40.80209732055664,-73.94962310791016,163553.90476190476
327,R304,"125 St (2,3)",M,"3,2",40.80775451660156,-73.94549560546875,217787.14285714287
328,R306,"135 St (2,3)",M,"3,2",40.81422805786133,-73.9407730102539,186879.0
329,R308,145 St (3),M,3,40.82041931152344,-73.93624877929688,49638.47619047619
330,R309,Harlem-148 St (3),M,3,40.82387924194336,-73.93647003173828,55470.09523809524
331,R310,"3 Av-149 St (2,5)",BX,"2,5",40.81610870361328,-73.91775512695312,276903.4285714286
332,R312,"Jackson Av (2,5)",BX,"2,5",40.81649017333984,-73.90780639648438,77803.95238095238
333,R314,"Prospect Av (2,5)",BX,"2,5",40.819583892822266,-73.90177154541016,103831.57142857143
334,R316,"Intervale Av (2,5)",BX,"2,5",40.82218170166016,-73.89673614501953,48664.42857142857
335,R318,"Simpson St (2,5)",BX,"2,5",40.82407379150391,-73.89306640625,115589.33333333333
336,R320,"Freeman St (2,5)",BX,"2,5",40.82999420166016,-73.8918685913086,68451.80952380953
337,R322,"174 St (2,5)",BX,"2,5",40.83728790283203,-73.88773345947266,94454.47619047618
338,R323,"West Farms Sq-East Tremont Av (2,5)",BX,"2,5",40.840293884277344,-73.88005065917969,88812.47619047618
339,R325,"East 180 St (2,5)",BX,"2,5",40.84189224243164,-73.87348937988281,133531.90476190476
340,R326,"Bronx Park East (2,5)",BX,"2,5",40.84882736206055,-73.86845397949219,38517.23809523809
341,R328,"Pelham Pkwy (2,5)",BX,"2,5",40.85719299316406,-73.86761474609375,129147.28571428571
342,R329,"Allerton Av (2,5)",BX,"2,5",40.86546325683594,-73.86735534667969,74174.85714285714
343,R330,"Burke Av (2,5)",BX,"2,5",40.87135696411133,-73.8671646118164,45425.90476190476
344,R331,"Gun Hill Rd (2,5)",BX,"2,5",40.87784957885742,-73.86625671386719,98160.85714285714
345,R332,"219 St (2,5)",BX,"2,5",40.88389587402344,-73.86263275146484,42993.76190476191
346,R333,"225 St (2,5)",BX,"2,5",40.88802337646485,-73.86034393310547,50535.666666666664
347,R334,"233 St (2,5)",BX,"2,5",40.893192291259766,-73.85747528076172,70906.57142857143
348,R335,"Nereid Av (2,5)",BX,"2,5",40.898380279541016,-73.85437774658203,49243.42857142857
349,R336,Wakefield-241 St (2),BX,2,40.90312576293945,-73.85061645507812,71311.47619047618
350,R401,3 Av-138 St (6),BX,6,40.81047439575195,-73.92613983154297,135831.42857142858
351,R402,Brook Av (6),BX,6,40.80756759643555,-73.91924285888672,90950.42857142857
352,R404,Cypress Av (6),BX,6,40.80536651611328,-73.9140396118164,44323.19047619047
353,R406,East 143 St-St Mary's St (6),BX,6,40.808719635009766,-73.90765380859375,21483.52380952381
354,R408,East 149 St (6),BX,6,40.81211853027344,-73.90409851074219,78893.38095238095
355,R410,Longwood Av (6),BX,6,40.816104888916016,-73.89643859863281,57242.09523809524
356,R412,Hunts Point Av (6),BX,6,40.82094955444336,-73.89054870605469,172104.09523809524
357,R413,Whitlock Av (6),BX,6,40.8265266418457,-73.88628387451172,32024.47619047619
358,R414,Elder Av (6),BX,6,40.82858276367188,-73.87915802001953,103757.66666666667
359,R415,Morrison Av-Soundview (6),BX,6,40.82952117919922,-73.87451934814453,102009.66666666667
360,R416,St Lawrence Av (6),BX,6,40.83150863647461,-73.86761474609375,66402.19047619047
361,R417,Parkchester (6),BX,6,40.83322525024414,-73.8608169555664,257968.80952380953
362,R418,Castle Hill Av (6),BX,6,40.83425521850586,-73.8512191772461,94155.71428571429
363,R419,Zerega Av (6),BX,6,40.83648681640625,-73.84703826904297,40805.76190476191
364,R420,Westchester Sq-East Tremont Av (6),BX,6,40.83989334106445,-73.84294891357422,78594.14285714286
365,R421,Middletown Rd (6),BX,6,40.84386444091797,-73.83631896972656,33201.0
366,R422,Buhre Av (6),BX,6,40.84680938720703,-73.83256530761719,62230.76190476191
367,R423,Pelham Bay Park (6),BX,6,40.85246276855469,-73.82811737060547,102121.85714285714
368,R504,Vernon Blvd-Jackson Av (7),Q,7,40.74262619018555,-73.95358276367188,283691.0
369,R507,Hunters Point Av (7),Q,7,40.74221420288086,-73.94891357421875,88630.28571428571
370,R509,"Queensboro Plaza (N,W,7)",Q,"N,W,7",40.75058364868164,-73.94020080566406,279617.8095238095
371,R510,"39 Av (N,W)",Q,"N,W",40.75288009643555,-73.93275451660156,58659.76190476191
372,R511,"36 Av (N,W)",Q,"N,W",40.75680541992188,-73.92957305908203,112964.85714285714
373,R512,"Broadway (N,W)",Q,"N,W",40.76182174682617,-73.92550659179688,211028.7142857143
374,R513,"30 Av (N,W)",Q,"N,W",40.76678085327149,-73.92147827148438,232541.66666666666
375,R514,"Astoria Blvd (N,W)",Q,"N,W",40.77025985717773,-73.9178466796875,189265.47619047618
376,R515,"Astoria-Ditmars Blvd (N,W)",Q,"N,W",40.7750358581543,-73.91203308105469,261594.61904761905
377,R516,33 St-Rawson St (7),Q,7,40.74458694458008,-73.93099975585938,136942.80952380953
378,R518,40 St-Lowery St (7),Q,7,40.74378204345703,-73.92401885986328,174817.52380952382
379,R519,46 St-Bliss St (7),Q,7,40.74313354492188,-73.9184341430664,232125.09523809524
380,R521,52 St (7),Q,7,40.74414825439453,-73.91255187988281,113346.23809523809
381,R523,Woodside-61 St (7),Q,7,40.7456283569336,-73.90298461914062,342976.3333333333
382,R524,69 St (7),Q,7,40.7463264465332,-73.89640045166016,109981.90476190476
383,R525,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",Q,"F,M,E,R,,7",40.746849060058594,-73.8913345336914,1078176.6666666667
384,R526,82 St-Jackson Hts (7),Q,7,40.747657775878906,-73.88369750976562,279621.8095238095
385,R527,90 St-Elmhurst Av (7),Q,7,40.74840927124024,-73.8766098022461,338134.09523809527
386,R528,Junction Blvd (7),Q,7,40.7491455078125,-73.8695297241211,499438.61904761905
387,R529,103 St-Corona Plaza (7),Q,7,40.7498664855957,-73.86270141601562,454850.95238095237
388,R530,111 St (7),Q,7,40.751731872558594,-73.85533142089844,206878.47619047618
389,R532,Mets-Willets Point (7),Q,7,40.75462341308594,-73.84562683105469,154750.57142857142
390,R533,Flushing-Main St (7),Q,7,40.75960159301758,-73.83003234863281,1068531.3333333333
391,R550,34 St-Hudson Yards (7),M,7,40.7558822631836,-74.00190734863281,406580.90476190473
392,R600,"Clark St (2,3)",BK,"3,2",40.69746780395508,-73.99308776855469,101752.42857142857
393,R602,"Court St (R)/Borough Hall (2,3,4,5)",BK,"3,2,5,R,4,",40.69409942626953,-73.98999786376953,487989.4761904762
394,R606,"Hoyt St (2,3)",BK,"3,2",40.69054412841797,-73.98506164550781,129567.14285714286
395,R608,"Nevins St (2,3,4,5)",BK,"3,2,5,4",40.68824768066406,-73.9804916381836,163335.85714285713
396,R610,"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)",BK,"3,2,5,N,R,Q,4,B,D",40.6844596862793,-73.97689056396484,764577.380952381
397,R617,"Bergen St (2,3)",BK,"3,2",40.68082809448242,-73.97509765625,73801.52380952382
398,R619,"Grand Army Plaza (2,3)",BK,"3,2",40.675235748291016,-73.9710464477539,127000.33333333333
399,R621,"Eastern Pkwy-Brooklyn Museum (2,3)",BK,"3,2",40.6719856262207,-73.9643783569336,85086.61904761905
400,R622,"Franklin Av (2,3,4,5)/Botanic Garden (S)",BK,"3,2,5,4,,S",40.67068099975586,-73.9581298828125,258156.33333333334
401,R623,Nostrand Av (3),BK,3,40.66984558105469,-73.9504623413086,65091.23809523809
402,R624,Kingston Av (3),BK,3,40.66939926147461,-73.9421615600586,79847.76190476191
403,R626,"Crown Heights-Utica Av (3,4)",BK,"3,4",40.66889572143555,-73.93294525146484,409275.04761904763
404,R627,Sutter Av-Rutland Rd (3),BK,3,40.66471862792969,-73.922607421875,103569.09523809524
405,R628,Saratoga Av (3),BK,3,40.66145324707031,-73.91632843017578,78254.47619047618
406,R629,Rockaway Av (3),BK,3,40.66254806518555,-73.90894317626953,69191.04761904762
407,R630,Junius St (3),BK,3,40.66351318359375,-73.90245056152344,39357.23809523809
408,R632,Pennsylvania Av (3),BK,3,40.66463470458984,-73.8948974609375,68926.57142857143
409,R633,Van Siclen Av (3),BK,3,40.66544723510742,-73.88939666748047,40488.19047619047
410,R634,New Lots Av (3),BK,3,40.666236877441406,-73.88407897949219,88177.38095238095
411,R635,"President St (2,5)",BK,"2,5",40.66788482666016,-73.95068359375,59950.333333333336
412,R636,"Sterling St (2,5)",BK,"2,5",40.662742614746094,-73.95085144042969,98101.61904761905
413,R637,"Winthrop St (2,5)",BK,"2,5",40.65665054321289,-73.95020294189453,130131.71428571429
414,R639,"Church Av (2,5)",BK,"2,5",40.65084457397461,-73.94957733154297,159204.7142857143
415,R641,"Beverly Rd (2,5)",BK,"2,5",40.64509963989258,-73.94895935058594,76012.14285714286
416,R643,"Newkirk Av (2,5)",BK,"2,5",40.63996887207031,-73.94841003417969,117443.04761904762
417,R645,"Flatbush Av-Brooklyn College (2,5)",BK,"2,5",40.6328353881836,-73.94763946533203,298769.0
418,R726,Morris Park (5),BX,5,40.85436248779297,-73.8604965209961,41333.76190476191
419,R727,Pelham Pkwy (5),BX,5,40.858985900878906,-73.85536193847656,46786.619047619046
420,R728,Gun Hill Rd (5),BX,5,40.86952590942383,-73.84638214111328,77827.33333333333
421,R729,Baychester Av (5),BX,5,40.878662109375,-73.83859252929688,45991.0
422,R730,Eastchester-Dyre Av (5),BX,5,40.888301849365234,-73.8308334350586,64004.90476190476
423,S101,St George,SI,SIR,40.643748,-74.073643,152166.14285714287
424,S102,Tompkinsville,SI,SIR,40.636949,-74.074835,11444.47619047619
